"final_design.1","final_design.2","final_design.3","final_design.4","final_design.5"
"1752",687,1261,1430,864,1339
"1753",856,1444,1114,1744,1000
"1754",1688,1636,47,605,1859
"1755",442,1886,833,721,1492
"1756",812,1240,495,1858,942
"1757",1144,939,1888,1958,1116
"1758",648,91,1841,801,808
"1759",1514,1287,1236,1022,1860
"1760",1332,1665,391,1614,709
"1761",37,1400,532,952,466
"1762",1164,1255,717,1516,1221
"1763",394,304,1627,686,746
"1764",290,146,566,544,405
"1765",1830,1946,1616,1660,1598
"1766",1547,222,435,781,1952
"1767",1186,1784,1605,1705,1774
"1768",563,57,1692,1511,621
"1769",115,415,482,871,1198
"1770",1438,1803,749,1205,1159
"1771",1295,422,1303,549,1907
"1772",651,685,641,1362,424
"1773",275,776,1472,826,1828
"1774",1541,138,980,666,1599
"1775",1743,1301,626,905,627
"1776",757,856,1455,1898,1191
"1777",1206,6,733,1955,414
"1778",503,1154,992,662,101
"1779",482,373,481,383,730
"1780",660,1607,989,1984,641
"1781",814,970,1676,1437,86
"1782",346,531,1087,1618,834
"1783",1988,64,339,1367,323
"1784",28,575,709,43,360
"1785",732,1666,325,860,1376
"1786",1145,1526,598,747,300
"1787",1799,54,1026,555,880
"1788",520,1719,698,584,1136
"1789",1983,120,125,1322,1967
"1790",969,1549,1389,701,1944
"1791",776,479,1584,1366,888
"1792",1407,1395,1491,121,1865
"1793",801,302,367,1231,394
"1794",983,921,1346,1576,105
"1795",1310,1546,1557,1324,782
"1796",151,45,231,1062,1474
"1797",1324,1272,1838,622,233
"1798",822,238,1060,1106,1988
"1799",1790,1877,1025,1922,1226
"1800",1556,1568,206,1389,1619
"1801",496,1681,739,937,826
"1802",382,693,957,1491,697
"1803",135,1652,741,356,349
"1804",1618,1531,191,1856,807
"1805",1221,1079,1956,1419,1663
"1806",1,485,1801,1950,756
"1807",446,630,597,1432,1160
"1808",1479,1717,1786,1529,928
"1809",1178,651,1833,859,341
"1810",1209,1680,586,253,952
"1811",954,1822,1227,297,1193
"1812",529,1324,672,1290,492
"1813",959,208,595,604,599
"1814",467,1455,429,1659,1957
"1815",606,1157,58,1526,1098
"1816",1231,647,207,389,1399
"1817",263,1470,335,1996,1654
"1818",1538,1160,1347,112,586
"1819",1448,779,1755,1079,1933
"1820",716,1302,1118,1713,1630
"1821",155,70,868,1666,83
"1822",271,388,1266,943,49
"1823",1464,1676,1896,163,30
"1824",218,906,745,674,1822
"1825",1172,307,1092,1643,1083
"1826",1117,559,964,1226,157
"1827",829,1774,34,1230,89
"1828",1712,1527,651,1329,1121
"1829",1781,1583,480,1069,1902
"1830",46,1253,1603,1244,1853
"1831",294,301,1328,309,653
"1832",1641,908,221,64,1038
"1833",664,1177,1922,230,1601
"1834",193,702,279,716,1060
"1835",701,620,870,1014,1864
"1836",756,1190,858,1365,574
"1837",475,132,1246,612,1414
"1838",239,910,1537,24,1187
"1839",1064,672,409,1473,1042
"1840",1401,1609,404,1021,249
"1841",1570,299,1975,1036,1829
"1842",874,1475,1816,1490,1486
"1843",943,31,1830,1122,1620
"1844",1149,24,390,614,1043
"1845",1507,989,101,254,1616
"1846",663,1189,616,403,933
"1847",1166,247,173,1942,1796
"1848",1205,237,909,269,490
"1849",1895,858,370,1061,1783
"1850",1557,1382,998,944,698
"1851",1893,37,800,771,696
"1852",1499,1241,915,1589,1965
"1853",486,497,1934,1732,632
"1854",1568,915,691,1101,889
"1855",22,1961,1399,879,280
"1856",1112,771,695,563,629
"1857",1887,1913,1613,327,261
"1858",1908,473,972,981,1968
"1859",505,836,1695,652,1799
"1860",1271,1192,208,1180,1943
"1861",575,1016,1909,707,1350
"1862",1960,1851,1197,1214,22
"1863",1368,976,1238,1892,988
"1864",599,347,1673,1350,1951
"1865",1050,1888,928,1558,879
"1866",1694,1575,76,759,495
"1867",622,335,45,1677,1391
"1868",1296,841,1279,1668,417
"1869",180,1573,1599,374,547
"1870",1671,738,1038,732,1906
"1871",702,983,680,182,1012
"1872",463,1061,772,548,1033
"1873",353,314,1774,1893,1429
"1874",865,1558,271,1521,56
"1875",1991,1556,503,109,893
"1876",1129,294,525,1794,459
"1877",1937,1965,1208,267,1762
"1878",761,952,72,940,285
"1879",628,1859,1995,1299,870
"1880",863,519,1032,1327,617
"1881",890,1969,1667,1870,211
"1882",1728,905,789,1519,852
"1883",1478,811,782,1834,332
"1884",914,1047,1132,1981,217
"1885",295,1750,1842,53,1769
"1886",1698,542,1365,117,334
"1887",1622,1227,996,1461,651
"1888",995,1902,1644,645,571
"1889",1258,907,1985,573,811
"1890",635,1133,983,1033,1565
"1891",1551,1776,676,982,337
"1892",1901,1716,1681,565,425
"1893",781,999,1288,1368,1322
"1894",1857,1804,900,1620,1008
"1895",1313,1522,1419,1220,1973
"1896",1104,787,16,1636,427
"1897",63,1786,1504,1038,670
"1898",1346,1017,222,610,449
"1899",447,1053,1573,168,688
"1900",1021,716,785,989,1872
"1901",1373,401,1314,1035,198
"1902",554,574,1376,897,106
"1903",913,1883,682,1857,299
"1904",1489,732,981,1265,795
"1905",1866,374,740,1839,1795
"1906",882,830,61,436,1849
"1907",1377,498,1527,1135,1504
"1908",1741,681,1641,850,1354
"1909",1004,248,519,616,792
"1910",494,1366,1534,1860,929
"1911",574,533,1013,1444,1806
"1912",1761,696,1219,1245,1845
"1913",141,1456,1648,280,1737
"1914",1081,652,1294,83,118
"1915",389,1769,1471,1832,1817
"1916",153,1165,1397,1111,1106
"1917",936,1682,1576,302,1892
"1918",120,502,1503,1695,1650
"1919",1683,1811,773,947,91
"1920",1516,1441,1710,1300,1021
"1921",974,972,1042,1628,556
"1922",297,1322,1994,1141,1476
"1923",1314,330,309,772,359
"1924",127,472,678,1266,506
"1925",435,1792,175,1278,1022
"1926",1759,100,814,954,1168
"1927",517,1172,869,1463,1064
"1928",1423,753,860,1392,1104
"1929",623,794,1535,950,1749
"1930",1490,87,455,802,1676
"1931",216,396,1642,1292,1594
"1932",1802,1464,9,359,319
"1933",673,298,917,690,1118
"1934",1699,1336,1009,1056,452
"1935",1628,1252,1990,239,1588
"1936",1463,1121,1630,1960,538
"1937",1455,622,1917,773,454
"1938",106,973,1523,404,1518
"1939",188,1777,12,490,1839
"1940",128,1521,1121,1518,1915
"1941",1005,164,1780,770,970
"1942",1667,254,665,1495,303
"1943",661,1097,295,577,1467
"1944",1845,611,1244,742,1548
"1945",561,1123,412,638,611
"1946",546,1688,114,1204,1189
"1947",39,1745,354,1117,1609
"1948",1079,490,1520,1479,442
"1949",1088,1704,1192,1118,853
"1950",1996,1411,1006,1951,529
"1951",238,49,994,1917,1881
"1952",1816,1111,266,1882,1875
"1953",1646,1347,798,1517,1508
"1954",121,1213,768,1725,1532
"1955",725,557,1820,1812,378
"1956",1450,534,572,132,956
"1957",336,579,1139,1613,1421
"1958",1073,1415,1408,1908,645
"1959",170,1857,255,848,369
"1960",1748,169,1489,874,132
"1961",1669,1012,850,405,1203
"1962",741,1293,1551,942,1482
"1963",1394,480,172,643,47
"1964",1603,1601,764,284,1972
"1965",551,60,1153,1257,1712
"1966",1948,1796,1477,756,824
"1967",1979,1495,442,294,1200
"1968",1934,840,1570,959,1427
"1969",264,1101,1172,1264,869
"1970",779,1559,167,1674,1742
"1971",1805,316,697,1541,1682
"1972",1543,511,1722,1733,1094
"1973",578,607,877,1906,522
"1974",799,562,1532,360,1868
"1975",1260,1941,60,1159,900
"1976",1511,440,965,1902,254
"1977",516,1247,261,1364,1856
"1978",1411,1145,371,1002,1644
"1979",1765,1369,660,95,1721
"1980",386,1380,1113,767,1879
"1981",1333,604,423,910,1122
"1982",1392,637,265,1142,1050
"1983",174,986,521,883,1916
"1984",1319,567,149,499,1360
"1985",649,1598,1702,633,1520
"1986",1879,1864,654,607,1340
"1987",775,1242,1812,1938,120
"1988",351,130,1562,488,1945
"1989",1348,800,1453,411,809
"1990",843,1436,557,32,401
"1991",1873,252,1212,1843,1063
"1992",1128,1726,424,1369,46
"1993",675,1126,7,1591,213
"1994",1986,1221,1916,543,1282
"1995",1615,349,856,1928,1209
"1996",25,1300,1672,212,930
"1997",1734,522,1072,273,65
"1998",1038,545,1176,27,1827
"1999",272,459,1983,498,1355
"2000",1177,1112,882,229,226
